id,idade,raca_cor,sexo,identidade_genero,orientacao_sexual
1883,75,Branca,Masculino,Homem cisgenero,Heterossexual
1884,43,Branca,Feminino,Mulher cisgenero,Heterossexual
1885,46,Parda,Masculino,Homem cisgenero,Heterossexual
1886,37,Parda,Feminino,Mulher cisgenero,Heterossexual
1887,23,Branca,Masculino,Homem cisgenero,Heterossexual
1888,53,Preta,Masculino,Homem cisgenero,Heterossexual
1889,21,Amarela,Masculino,Homem cisgenero,Heterossexual
1890,51,Branca,Feminino,Mulher cisgenero,Heterossexual
1891,60,Preta,Feminino,Mulher cisgenero,Heterossexual
1892,66,Preta,Feminino,Mulher cisgenero,Heterossexual
1893,32,Parda,Feminino,Mulher cisgenero,Heterossexual
1894,47,Amarela,Feminino,Mulher cisgenero,Heterossexual
1895,61,Parda,Feminino,Mulher cisgenero,Heterossexual
1896,51,Parda,Feminino,Mulher cisgenero,Heterossexual
1897,23,Branca,Feminino,Homem trans,Lesbica
1898,44,Parda,Masculino,Homem cisgenero,Heterossexual
1899,37,Preta,Masculino,Homem cisgenero,Heterossexual
1900,46,Parda,Masculino,Homem cisgenero,Heterossexual
1901,48,Branca,Masculino,Homem cisgenero,Heterossexual
1902,59,Parda,Masculino,Homem cisgenero,Heterossexual
1903,39,Branca,Masculino,Homem cisgenero,Heterossexual
1904,52,Parda,Masculino,Homem cisgenero,Heterossexual
1905,53,Parda,Masculino,Homem cisgenero,Heterossexual
1906,56,Preta,Feminino,Mulher cisgenero,Heterossexual
1907,42,Parda,Feminino,Mulher cisgenero,Heterossexual
1908,39,Preta,Feminino,Mulher cisgenero,Heterossexual
1909,32,Parda,Feminino,Mulher cisgenero,Heterossexual
1910,47,Preta,Masculino,Homem cisgenero,Heterossexual
1911,49,Preta,Masculino,Homem cisgenero,Heterossexual
1912,58,Indigena,Feminino,Mulher cisgenero,Heterossexual
1913,41,Preta,Masculino,Homem cisgenero,Heterossexual
1914,39,Parda,Masculino,Homem cisgenero,Heterossexual
1915,38,Indigena,Masculino,Mulher transexual,Nao Relatado
1916,24,Branca,Masculino,Homem cisgenero,Heterossexual
1917,31,Preta,Masculino,Homem cisgenero,Heterossexual
1918,29,Preta,Feminino,Mulher cisgenero,Heterossexual
1919,38,Branca,Masculino,Nao Relatado,Heterossexual
1920,47,Parda,Feminino,Mulher cisgenero,Heterossexual
1921,39,Branca,Feminino,Homem trans,Nao se Aplica
1922,33,Parda,Masculino,Homem cisgenero,Gay
1923,53,Branca,Masculino,Homem cisgenero,Nao se Aplica
1924,35,Branca,Masculino,Homem cisgenero,Heterossexual
1925,46,Parda,Masculino,Homem cisgenero,Nao se Aplica
1926,31,Branca,Feminino,Mulher cisgenero,Heterossexual
1927,23,Parda,Feminino,Mulher cisgenero,Heterossexual
1928,26,Preta,Feminino,Mulher cisgenero,Heterossexual
1929,52,Parda,Feminino,Mulher cisgenero,Heterossexual
1930,36,Indigena,Feminino,Mulher cisgenero,Heterossexual
1931,50,Parda,Feminino,Mulher cisgenero,Heterossexual
1932,47,Branca,Feminino,Mulher cisgenero,Heterossexual
1933,24,Parda,Feminino,Mulher cisgenero,Heterossexual
1934,58,Branca,Feminino,Mulher cisgenero,Heterossexual
1935,19,Parda,Masculino,Homem cisgenero,Heterossexual
1936,42,Branca,Masculino,Homem cisgenero,Heterossexual
1937,36,Parda,Masculino,Homem cisgenero,Heterossexual
1938,37,Preta,Masculino,Homem cisgenero,Heterossexual
1939,58,Preta,Masculino,Homem cisgenero,Heterossexual
1940,48,Branca,Feminino,Mulher cisgenero,Heterossexual
1941,52,Branca,Masculino,Homem cisgenero,Heterossexual
1942,29,Parda,Masculino,Homem cisgenero,Heterossexual
1943,52,Parda,Masculino,Homem cisgenero,Heterossexual
1944,32,Parda,Masculino,Homem cisgenero,Heterossexual
1945,31,Branca,Masculino,Homem cisgenero,Heterossexual
1946,50,Parda,Feminino,Mulher cisgenero,Heterossexual
1947,52,Branca,Masculino,Homem cisgenero,Heterossexual
1948,44,Preta,Masculino,Homem cisgenero,Heterossexual
1949,37,Parda,Masculino,Homem cisgenero,Heterossexual
1950,40,Preta,Masculino,Homem cisgenero,Heterossexual
1951,39,Parda,Masculino,Homem cisgenero,Heterossexual
1952,49,Parda,Masculino,Homem cisgenero,Heterossexual
1953,42,Branca,Masculino,Homem cisgenero,Heterossexual
1954,36,Parda,Masculino,Homem cisgenero,Heterossexual
1955,32,Prefere nao declarar,Feminino,Mulher cisgenero,Heterossexual
1956,38,Branca,Masculino,Homem cisgenero,Heterossexual
1957,45,Preta,Masculino,Homem cisgenero,Heterossexual
1958,51,Branca,Masculino,Homem cisgenero,Heterossexual
1959,47,Preta,Masculino,Homem cisgenero,Heterossexual
1960,69,Amarela,Feminino,Mulher cisgenero,Heterossexual
1961,41,Parda,Feminino,Mulher cisgenero,Heterossexual
1962,46,Preta,Feminino,Mulher cisgenero,Heterossexual
1963,30,Parda,Feminino,Mulher cisgenero,Heterossexual
1964,56,Parda,Masculino,Homem cisgenero,Heterossexual
1965,45,Parda,Masculino,Homem cisgenero,Heterossexual
1966,55,Branca,Masculino,Homem cisgenero,Heterossexual
1967,48,Parda,Masculino,Homem cisgenero,Heterossexual
1968,20,Parda,Feminino,Mulher cisgenero,Heterossexual
1969,37,Preta,Masculino,Homem cisgenero,Heterossexual
1970,34,Preta,Masculino,Homem cisgenero,Heterossexual
1971,45,Preta,Masculino,Homem cisgenero,Heterossexual
1972,35,Preta,Feminino,Mulher cisgenero,Heterossexual
1973,53,Parda,Masculino,Homem cisgenero,Heterossexual
1974,21,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
1975,33,Preta,Masculino,Homem cisgenero,Heterossexual
1976,22,Parda,Masculino,Homem cisgenero,Heterossexual
1977,34,Parda,Masculino,Homem cisgenero,Heterossexual
1978,26,Branca,Masculino,Homem cisgenero,Heterossexual
1979,28,Parda,Masculino,Homem cisgenero,Heterossexual
1980,47,Branca,Masculino,Homem cisgenero,Heterossexual
1981,32,Preta,Masculino,Homem cisgenero,Heterossexual
1982,34,Parda,Masculino,Homem cisgenero,Heterossexual
1983,49,Preta,Masculino,Homem cisgenero,Heterossexual
1984,48,Parda,Masculino,Homem cisgenero,Heterossexual
1985,41,Parda,Masculino,Homem cisgenero,Heterossexual
1986,34,Parda,Masculino,Homem cisgenero,Heterossexual
1987,37,Parda,Masculino,Homem cisgenero,Heterossexual
1988,48,Branca,Masculino,Homem cisgenero,Heterossexual
1989,40,Parda,Masculino,Homem cisgenero,Heterossexual
1990,18,Parda,Feminino,Mulher cisgenero,Heterossexual
1991,32,Parda,Masculino,Homem cisgenero,Heterossexual
1992,30,Branca,Masculino,Homem cisgenero,Heterossexual
1993,48,Preta,Masculino,Homem cisgenero,Heterossexual
1994,24,Parda,Feminino,Mulher cisgenero,Heterossexual
1995,36,Branca,Masculino,Homem cisgenero,Heterossexual
1996,36,Branca,Feminino,Mulher cisgenero,Heterossexual
1997,36,Parda,Feminino,Mulher cisgenero,Heterossexual
1998,20,Preta,Feminino,Homem trans,Nao se Aplica
1999,51,Prefere nao declarar,Masculino,Homem cisgenero,Heterossexual
2000,37,Branca,Feminino,Mulher cisgenero,Heterossexual
2001,28,Preta,Feminino,Mulher cisgenero,Heterossexual
2002,53,Parda,Masculino,Homem cisgenero,Heterossexual
2003,39,Branca,Masculino,Homem cisgenero,Heterossexual
2004,27,Parda,Masculino,Mulher transexual,Heterossexual
2005,54,Branca,Masculino,Homem cisgenero,Heterossexual
2006,39,Parda,Masculino,Homem cisgenero,Heterossexual
2007,34,Parda,Masculino,Homem cisgenero,Heterossexual
2008,47,Parda,Masculino,Agenero,Heterossexual
2009,56,Branca,Masculino,Agenero,Heterossexual
2010,33,Branca,Feminino,Agenero,Heterossexual
2011,44,Branca,Masculino,Agenero,Heterossexual
2012,47,Branca,Feminino,Agenero,Heterossexual
2013,41,Branca,Masculino,Agenero,Heterossexual
2014,26,Parda,Masculino,Agenero,Heterossexual
2015,37,Branca,Masculino,Agenero,Heterossexual
2016,35,Parda,Feminino,Homem trans,Assexual
2017,39,Prefere nao declarar,Masculino,Homem cisgenero,Nao Relatado
2018,42,Preta,Masculino,Homem cisgenero,Heterossexual
2019,37,Preta,Masculino,Homem cisgenero,Heterossexual
2020,26,Parda,Masculino,Homem cisgenero,Heterossexual
2021,51,Branca,Masculino,Homem cisgenero,Heterossexual
